id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
17829|FFMS|36.0|-75.67|33.5|1.5|287|SKKS|16.1|20.4|0.7|0.5|Individual splitting measurement, fair quality
17830|FFMS|36.0|-75.67|88.7|1.1|287|SKS|-160.5|20.9|0.4|0.3|Individual splitting measurement, fair quality
17831|X01|36.23|-74.58|35.1|1.1|287|SKKS|18.5|32.1|0.7|0.5|Individual splitting measurement, fair quality
17832|X01|36.23|-74.58|7.4|1.4|287|SKS|11.8|16.5|0.4|0.4|Individual splitting measurement, fair quality
17833|X02|36.45|-74.08|26.4|0.9|287|SKKS|35.3|25.4|0.9|0.4|Individual splitting measurement, fair quality
17834|X02|36.45|-74.08|28.3|1.2|287|SKS|21.3|25.3|0.8|0.4|Individual splitting measurement, fair quality
17835|X03|35.89|-72.72|24.8|1.3|287|SKKS|20.7|15.7|0.5|0.4|Individual splitting measurement, fair quality
17836|X04|34.7|-71.53|32.7|1.2|287|SKKS|27.0|23.6|0.6|0.4|Individual splitting measurement, fair quality
17837|X04|34.7|-71.53|56.0|1.1|287|SKS|19.8|23.2|0.9|0.5|Individual splitting measurement, fair quality
17838|X04|34.7|-71.53|33.0|2.7|287|SKS|6.4|7.7|0.5|0.5|Individual splitting measurement, fair quality
17839|X04|34.7|-71.53|43.4|1.3|287|SKS|10.2|14.1|0.2|0.2|Individual splitting measurement, fair quality
17840|X06|33.65|-72.21|30.8|1.0|287|SKS|12.7|11.6|0.2|0.1|Individual splitting measurement, good quality
17841|X06|33.65|-72.21|17.4|0.9|287|SKKS|13.9|12.3|0.1|0.1|Individual splitting measurement, good quality
17842|X06|33.65|-72.21|47.1|1.5|287|SKS|14.6|15.8|0.5|0.4|Individual splitting measurement, fair quality
17843|X07|33.8|-73.67|26.3|0.6|287|SKS|29.3|29.3|0.5|0.1|Individual splitting measurement, fair quality
17844|X07|33.8|-73.67|44.4|2.0|287|SKKS|15.3|15.1|0.6|0.5|Individual splitting measurement, fair quality
17845|X08|32.69|-72.82|23.1|0.5|287|SKS|28.5|18.0|0.3|0.1|Individual splitting measurement, fair quality
17846|X08|32.69|-72.82|38.1|0.8|287|SKKS|21.6|26.7|0.8|0.3|Individual splitting measurement, fair quality
17847|X10|33.05|-76.06|4.6|1.7|287|SKS|16.6|21.8|0.6|0.4|Individual splitting measurement, fair quality
17848|BNAB|53.493|-130.637|87.64|1.92|288|SKS|||||Mean calculated from 4 measurements
17849|BNKB|53.332|-129.902|273.16998|2.1|288|SKS|||||Mean calculated from 3 measurements
17850|BUTB|53.063|-128.463|283.04|1.33|288|SKS|||||Mean calculated from 8 measurements
17851|CRAG|55.469|-133.123|333.76|0.36|288|SKS|||||Mean calculated from 11 measurements
17852|DIB|53.202|-132.477|319.01|0.81|288|SKS|||||Mean calculated from 5 measurements
17853|GRNB|53.847|-129.958|282.99|1.03|288|SKS|||||Mean calculated from 4 measurements
17854|HG1B|52.934|-132.131|334.98|0.78|288|SKS|||||1 single measurement
17855|HG3B|52.577|-131.444|310.3|0.58|288|SKS|||||Mean calculated from 4 measurements
17856|HG4B|52.293|-131.198|326.21|1.2|288|SKS|||||Mean calculated from 6 measurements
17857|HGSB|53.256|-132.105|338.76|1.48|288|SKS|||||1 single measurement
17858|HWKB|53.598|-129.154|72.29|1.56|288|SKS|||||Mean calculated from 4 measurements
17859|KITB|54.078|-128.637|85.93|1.07|288|SKS|||||Mean calculated from 6 measurements
17860|MOBC|53.144|-131.966|316.34|0.94|288|SKS|||||Mean calculated from 9 measurements
17861|RUBB|54.326|-130.252|88.32|1.34|288|SKS|||||Mean calculated from 17 measurements
17862|SIT|57.057|-135.324|319.08002|1.31|288|SKS|||||Mean calculated from 13 measurements
17863|ANTS|-14.88|48.0|84.0|1.08|289||2.0|2.0|0.1|0.1|Mean calculated from 6 A quality, 16 B quality and 5 Nulls
17864|BAEL|-14.54|48.75|80.0|1.08|289||2.0|2.0|0.06|0.06|Mean calculated from 2 A quality, 6 B quality and 0 Nulls
17865|BANJ|-13.64|48.45|81.0|0.85|289||9.0|9.0|0.18|0.18|Mean calculated from 0 A quality, 2 B quality and 0 Nulls
17866|BERG|-15.58|47.63|82.0|0.63|289||4.0|4.0|0.1|0.1|Mean calculated from 0 A quality, 8 B quality and 6 Nulls
17867|DGOS|-12.28|49.36|298.0|0.55|289||21.0|21.0|0.31|0.31|Mean calculated from 3 A quality, 2 B quality and 3 Nulls
17868|LAHA|-14.93|50.29|69.0|0.88|289||2.0|2.0|0.09|0.09|Mean calculated from 2 A quality, 12 B quality and 4 Nulls
17869|MAJA|-15.73|46.43|83.0|1.28|289||1.0|1.0|0.11|0.11|Mean calculated from 1 A quality, 4 B quality and 1 Nulls
17870|MKVA|-14.14|50.06|27.0|1.45|289||2.0|2.0|0.15|0.15|Mean calculated from 2 A quality, 3 B quality and 0 Nulls
17871|SBV|-13.46|49.92|77.0|1.23|289||15.0|15.0|0.51|0.51|Mean calculated from 5 A quality, 28 B quality and 32 Nulls
17872|ABPO|-19.02|47.23|294.0|0.74|289||9.0|9.0|0.58|0.58|Mean calculated from 7 A quality, 14 B quality and 35 Nulls
17873|ANLA|-17.71|49.46|295.0|0.52|289||10.0|10.0|0.15|0.15|Mean calculated from 0 A quality, 5 B quality and 1 Nulls
17874|BAND|-20.34|45.6|298.0|1.15|289||8.0|8.0|0.18|0.18|Mean calculated from 0 A quality, 4 B quality and 0 Nulls
17875|BARY|-17.18|46.86|344.0|1.03|289||9.0|9.0|0.3|0.3|Mean calculated from 0 A quality, 2 B quality and 2 Nulls
17876|BATG|-18.88|46.19|348.0|1.03|289||7.0|7.0|0.2|0.2|Mean calculated from 0 A quality, 2 B quality and 1 Nulls
17877|BITY|-20.06|47.0|56.0|0.6|289||16.0|16.0|0.16|0.16|Mean calculated from 1 A quality, 4 B quality and 2 Nulls
17878|KIRI|-20.07|44.66|286.0|1.15|289||9.0|9.0|0.25|0.25|Mean calculated from 2 A quality, 2 B quality and 0 Nulls
17879|MAGY|-19.32|48.98|38.0|1.08|289||4.0|4.0|0.1|0.1|Mean calculated from 3 A quality, 3 B quality and 0 Nulls
17880|TANS|-18.92|47.55|351.0|1.8|289||12.0|12.0|0.45|0.45|Mean calculated from 0 A quality, 2 B quality and 0 Nulls
17881|VINA|-18.18|45.22|12.0|1.3|289||2.0|2.0|10.0|10.0|Mean calculated from 3 A quality, 4 B quality and 0 Nulls
17882|ZAKA|-17.85|48.42|53.0|0.75|289||7.0|7.0|0.13|0.13|Mean calculated from 0 A quality, 3 B quality and 0 Nulls
17883|ZOBE|-18.14|47.23|302.0|0.88|289||4.0|4.0|0.11|0.11|Mean calculated from 0 A quality, 7 B quality and 1 Nulls
17884|MMBE|-21.75|43.37|30.0|1.08|289||6.0|6.0|0.13|0.13|Mean calculated from 1 A quality, 3 B quality and 0 Nulls
17885|LONA|-22.81|44.3|355.0|0.95|289||3.0|3.0|0.16|0.16|Mean calculated from 0 A quality, 3 B quality and 2 Nulls
17886|AMPY|-24.7|44.74|6.0|1.1|289||3.0|3.0|0.09|0.09|Mean calculated from 2 A quality, 4 B quality and 4 Nulls
17887|BKTA|-24.18|45.67|38.0|0.8|289||5.0|5.0|0.15|0.15|Mean calculated from 0 A quality, 5 B quality and 3 Nulls
17888|CPSM|-25.54|45.15|28.0|0.8|289||12.0|12.0|0.2|0.2|Mean calculated from 2 A quality, 2 B quality and 0 Nulls
17889|MAHA|-23.17|47.69|84.0|0.95|289||9.0|9.0|0.28|0.28|Mean calculated from 0 A quality, 4 B quality and 0 Nulls
17890|ACSO|40.2319|-82.982|39.4|1.0|290|SKS|18.2|14.1|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17891|ACSO|40.2319|-82.982|75.8|0.8|290|SKS|18.2|22.2|0.3|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17892|ACSO|40.2319|-82.982|55.1|1.0|290|SKS|14.7|11.6|0.2|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17893|ACSO|40.2319|-82.982|52.2|1.1|290|SKS|9.5|6.7|0.2|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17894|ADAO|40.7181|-83.8182|64.4|0.8|290|SKS|23.6|25.0|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17895|ADAO|40.7181|-83.8182|51.5|1.1|290|SKS|24.3|14.1|0.6|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17896|ADAO|40.7181|-83.8182|58.9|0.8|290|SKS|33.1|37.7|1.9|0.4|Individual non-null splitting measurement ; transverse component minimization method ; fair
17897|ALMA|39.4047|-80.8364|67.9|0.9|290|SKS|14.0|12.3|0.1|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17898|ALMA|39.4047|-80.8364|79.9|0.9|290|SKS|8.1|10.1|0.1|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17899|ALMA|39.4047|-80.8364|57.9|1.2|290|SKS|9.9|20.5|0.5|0.4|Individual non-null splitting measurement ; transverse component minimization method ; fair
17900|ALMA|39.4047|-80.8364|43.8|0.7|290|SKS|38.1|12.5|0.5|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17901|AZZI|40.3664|-82.9191|46.5|1.4|290|SKS|29.3|23.2|0.9|0.5|Individual non-null splitting measurement ; transverse component minimization method ; fair
17902|AZZI|40.3664|-82.9191|59.2|1.0|290|SKS|18.7|17.7|0.2|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17903|AZZI|40.3664|-82.9191|58.2|1.1|290|SKS|25.7|24.8|0.5|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17904|AZZI|40.3664|-82.9191|60.3|1.1|290|SKS|7.5|6.7|0.1|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17905|AZZI|40.3664|-82.9191|84.5|0.6|290|SKS|29.8|28.9|0.7|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17906|BARB|37.9908|-78.0853|36.8|0.8|290|SKS|26.9|29.7|0.6|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17907|BARB|37.9908|-78.0853|30.7|0.8|290|SKS|29.0|23.6|0.5|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17908|BARB|37.9908|-78.0853|50.8|0.8|290|SKS|27.1|13.4|0.4|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17909|BARB|37.9908|-78.0853|63.9|0.7|290|SKS|16.0|14.3|0.2|0.0|Individual non-null splitting measurement ; transverse component minimization method ; fair
17910|BDEG|37.3315|-77.2083|280.0|0.5|290|SKS|20.3|26.2|0.3|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17911|CABN|38.7199|-79.4411|52.7|1.0|290|SKS|13.0|21.4|0.5|0.3|Individual non-null splitting measurement ; transverse component minimization method ; good
17912|CABN|38.7199|-79.4411|58.9|0.8|290|SKS|19.0|17.4|0.2|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17913|CABN|38.7199|-79.4411|61.0|1.0|290|SKS|14.8|23.6|0.6|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17914|CABN|38.7199|-79.4411|56.1|1.2|290|SKS|15.7|10.6|0.3|0.2|Individual non-null splitting measurement ; transverse component minimization method ; good
17915|CABN|38.7199|-79.4411|35.9|0.9|290|SKS|19.7|20.7|0.3|0.2|Individual non-null splitting measurement ; transverse component minimization method ; good
17916|CABN|38.7199|-79.4411|17.2|1.2|290|SKS|14.1|8.1|0.5|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17917|CABN|38.7199|-79.4411|29.2|1.1|290|SKS|14.3|14.0|0.3|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17918|CABN|38.7199|-79.4411|35.2|1.1|290|SKS|14.4|14.0|0.2|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17919|CABN|38.7199|-79.4411|59.7|1.4|290|SKS|10.1|14.2|0.4|0.4|Individual non-null splitting measurement ; transverse component minimization method ; fair
17920|CABN|38.7199|-79.4411|34.0|0.9|290|SKS|23.6|22.9|0.3|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17921|CABN|38.7199|-79.4411|46.3|0.8|290|SKS|13.4|17.0|0.2|0.2|Individual non-null splitting measurement ; transverse component minimization method ; good
17922|CABN|38.7199|-79.4411|28.3|0.7|290|SKS|23.3|13.1|0.2|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17923|CABN|38.7199|-79.4411|65.9|1.4|290|SKS|16.0|14.3|0.3|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17924|CABN|38.7199|-79.4411|47.6|0.7|290|SKS|26.2|26.4|0.5|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17925|CABN|38.7199|-79.4411|282.9|1.1|290|SKS|9.3|19.0|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17926|CABN|38.7199|-79.4411|46.9|0.8|290|SKS|20.9|33.8|0.8|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17927|CAKE|38.5182|-79.3003|43.5|0.6|290|SKS|24.3|40.5|0.8|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17928|CAKE|38.5182|-79.3003|89.6|1.0|290|SKS|8.5|9.7|0.2|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17929|CAKE|38.5182|-79.3003|40.9|0.8|290|SKS|14.7|17.6|0.2|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17930|CDRF|39.4555|-81.0523|53.6|1.1|290|SKS|20.2|20.2|0.4|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17931|CDRF|39.4555|-81.0523|45.6|1.2|290|SKS|22.2|16.3|0.4|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17932|DENI|40.0831|-82.5269|59.5|1.1|290|SKS|12.3|9.9|0.1|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17933|DENI|40.0831|-82.5269|58.3|0.9|290|SKS|27.7|24.9|0.6|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17934|DENI|40.0831|-82.5269|64.7|1.0|290|SKS|9.1|11.1|0.2|0.2|Individual non-null splitting measurement ; transverse component minimization method ; good
17935|FOXP|38.6271|-79.2454|55.2|1.2|290|SKS|16.6|13.7|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17936|FOXP|38.6271|-79.2454|55.2|1.2|290|SKS|16.6|13.7|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17937|FOXP|38.6271|-79.2454|298.4|1.2|290|SKS|4.0|14.2|0.3|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17938|FOXP|38.6271|-79.2454|47.9|0.8|290|SKS|13.8|22.6|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17939|FOXP|38.6271|-79.2454|56.1|1.4|290|SKS|29.9|22.7|0.7|0.5|Individual non-null splitting measurement ; transverse component minimization method ; fair
17940|FOXP|38.6271|-79.2454|40.7|0.6|290|SKS|27.1|33.6|0.5|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17941|INTX|38.4047|-78.5861|278.9|0.7|290|SKS|21.4|23.1|0.4|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17942|INTX|38.4047|-78.5861|277.4|0.7|290|SKS|18.9|19.5|0.3|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17943|INTX|38.4047|-78.5861|52.6|0.7|290|SKS|37.4|21.3|0.9|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17944|INTX|38.4047|-78.5861|275.8|0.9|290|SKS|28.6|24.0|0.7|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17945|INTX|38.4047|-78.5861|280.1|0.7|290|SKS|18.2|22.2|0.2|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17946|INTX|38.4047|-78.5861|87.1|0.8|290|SKS|35.3|19.3|0.8|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17947|JSPR|38.6371|-79.3324|25.2|1.2|290|SKS|22.3|14.1|0.5|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17948|JSPR|38.6371|-79.3324|282.3|0.8|290|SKS|20.1|22.4|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17949|JSPR|38.6371|-79.3324|282.3|0.8|290|SKS|18.0|22.4|0.3|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17950|JSPR|38.6371|-79.3324|49.9|1.2|290|SKS|13.8|12.5|0.3|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17951|JSPR|38.6371|-79.3324|64.4|1.0|290|SKS|17.5|27.0|0.5|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17952|JSPR|38.6371|-79.3324|71.0|0.5|290|SKS|19.0|25.5|0.3|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17953|JSPR|38.6371|-79.3324|83.0|1.0|290|SKS|13.1|11.2|0.2|0.2|Individual non-null splitting measurement ; transverse component minimization method ; good
17954|KENT|40.6265|-83.6352|60.6|0.7|290|SKS|21.3|21.2|0.3|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17955|KENT|40.6265|-83.6352|71.7|0.9|290|SKS|8.2|12.0|0.1|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17956|KENT|40.6265|-83.6352|64.0|1.0|290|SKS|15.9|8.4|0.4|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17957|LADY|38.5059|-78.7646|305.9|0.7|290|SKS|20.7|21.7|0.4|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17958|LADY|38.5059|-78.7646|61.5|1.1|290|SKS|26.5|26.1|0.8|0.4|Individual non-null splitting measurement ; transverse component minimization method ; fair
17959|LADY|38.5059|-78.7646|63.5|1.2|290|SKS|24.5|24.1|0.5|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17960|LADY|38.5059|-78.7646|63.5|1.1|290|SKS|26.5|28.1|0.8|0.4|Individual non-null splitting measurement ; transverse component minimization method ; fair
17961|LADY|38.5059|-78.7646|274.0|0.8|290|SKS|16.2|18.2|0.3|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17962|LBDL|37.8001|-77.6398|71.6|0.6|290|SKS|18.4|36.2|0.6|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17963|LBDL|37.8001|-77.6398|294.1|0.7|290|SKS|6.2|18.0|0.2|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17964|LBDL|37.8001|-77.6398|61.4|0.6|290|SKS|30.6|28.0|0.6|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17965|MUSK|39.9976|-81.7367|43.2|0.7|290|SKS|18.5|26.0|0.4|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17966|MUSK|39.9976|-81.7367|55.2|0.9|290|SKS|12.6|29.9|0.7|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17967|MUSK|39.9976|-81.7367|77.3|0.8|290|SKS|10.7|21.7|0.3|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17968|MUSK|39.9976|-81.7367|49.4|0.8|290|SKS|34.5|30.2|0.9|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17969|NAZF|39.3801|-80.6398|51.9|0.7|290|SKS|28.0|26.6|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17970|PAUL|41.1359|-84.5145|61.1|0.7|290|SKS|32.9|25.7|0.5|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17971|PAUL|41.1359|-84.5145|49.2|1.0|290|SKS|28.7|30.0|0.7|0.4|Individual non-null splitting measurement ; transverse component minimization method ; fair
17972|PETO|39.1601|-80.3295|53.0|0.6|290|SKS|35.0|27.7|0.8|0.1|Individual non-null splitting measurement ; transverse component minimization method ; fair
17973|PETO|39.1601|-80.3295|67.2|0.8|290|SKS|20.8|27.8|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17974|PETO|39.1601|-80.3295|48.0|1.1|290|SKS|7.6|8.6|0.1|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17975|PETO|39.1601|-80.3295|62.2|0.8|290|SKS|15.7|12.6|0.1|0.1|Individual non-null splitting measurement ; transverse component minimization method ; good
17976|RTSN|38.9441|-79.5812|51.8|1.2|290|SKS|13.9|16.4|0.4|0.2|Individual non-null splitting measurement ; transverse component minimization method ; fair
17977|RTSN|38.9441|-79.5812|64.2|0.8|290|SKS|23.8|40.9|1.0|0.3|Individual non-null splitting measurement ; transverse component minimization method ; fair
17978|RTSN|38.9441|-79.5812|64.2|0.8|290|SKS|23.8|40.9|1.1|0.4|Individual non-null splitting measurement ; transverse component minimization method ; fair
